상호명,카테고리,평점,주소,운영시간,메뉴,시설
88식당,한식,0,부산 영도구 남항남로 37-1 (우)49051,['null'],{},{}
진주식당,한식,0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
제우스,"호프,요리주점",0,부산 영도구 남항로 28-2 (우)49055,['null'],{},{}
야간근무,"호프,요리주점",0,부산 영도구 절영로49번길 11 (우)49054,['null'],{},{}
일번각,중국요리,0,부산 영도구 대평로6번길 9 (우)49041,['null'],{},{}
돈돼지,"육류,고기",0,부산 영도구 절영로35번길 21 (우)49052,['null'],{},{}
도미물회찜,회,0,부산 영도구 대평로33번길 14 (우)49039,['null'],{},{}
시골집,한식,0,부산 영도구 남항로 27-1 (우)49054,['null'],{},{}
기대만족 영도점,기대만족,0,부산 영도구 절영로49번길 38 1층 (우)49053,['null'],{},{}
전차종점생뒷고기,한식,0,부산 영도구 절영로 63-1 (우)49055,['null'],{},{}
굴친구낙지,한식,3.0,부산 영도구 남항로9번길 5 (우)49045,['null'],{},{}
오성집,해장국,0,부산 영도구 남항로10번길 4 (우)49046,['null'],{},{}
디엔커피(DNCOFFEE),커피전문점,0,부산 영도구 남항남로9번길 32 (우)49048,['null'],{},{}
포트루,"제과,베이커리",0,부산 영도구 남항로41번길 18-20 (우)49053,['null'],{},{}
피엠푸드 영도남항점,피자,0,부산 영도구 남항로31번길 5 (우)49054,['null'],{},{}
정선식당,한식,0,부산 영도구 대평남로 32 (우)49043,['null'],{},{}
금작영양탕,"사철탕,영양탕",5.0,부산 영도구 남항서로104번길 7-8 (우)49046,['null'],{},{}
두레통닭 부산영도직영점,치킨,0,부산 영도구 남항로41번길 43 (우)49052,['null'],{},{}
드루와,실내포장마차,0,부산 영도구 절영로43번길 33 (우)49053,['null'],{},{}
우리터우리술,"호프,요리주점",0,부산 영도구 절영로29번길 24 (우)49052,['null'],{},{}
화난닭발,술집,0,부산 영도구 절영로 39 (우)49054,['null'],{},{}
노가리빠,"호프,요리주점",0,부산 영도구 남항로25번길 27 (우)49054,['null'],"{'먹태': '15,000', '돈까스': '8,000', '노가리': '8,000', '아귀포': '15,000', '궁물떡볶이': '15,000'}",{}
신선횟집,회,0,부산 영도구 절영로43번길 61 (우)49053,['null'],"{'모듬회(대)': '60,000', '줄돔.쥐치(대)': '70,000', '도다리.게르치(중)': '60,000', '도다리.게르치(소)': '50,000', '농어.돔': '변동가격'}",{}
배꼽,술집,0,부산 영도구 남항로 18-1 (우)49055,['null'],{},{}
싱싱횟집,회,0,부산 영도구 남항로25번길 8 (우)49054,['null'],{},{}
어뮤즈베이커리,"제과,베이커리",0,부산 영도구 남항로 20-1 1층 (우)49055,['월~금 12:00 ~ 19:00'],{'생화케이크': '변동가격'},{}
송도식당,한식,0,부산 영도구 영선대로 37-1 (우)49051,['null'],{},{}
주주,"호프,요리주점",0,부산 영도구 남항로25번길 42 (우)49052,['null'],{},{}
오뚜기분식,분식,0,부산 영도구 절영로 77-1 (우)49055,['null'],{},{}
영포차,한식,0,부산 영도구 남항로 18-1 (우)49055,['null'],{},{}
가렌,"호프,요리주점",5.0,부산 영도구 절영로93번길 48 2층 (우)49056,['null'],{},{}
황금족발,"족발,보쌈",0,부산 영도구 남항로41번길 8 (우)49053,['null'],{},{}
옛날생고기,"육류,고기",0,부산 영도구 남항로 24-3 (우)49055,['null'],{},{}
술푸다,"호프,요리주점",0,부산 영도구 남항로25번길 42 (우)49052,['화~목 18:00 ~ 02:00'],{},{}
커피마마 부산남항점,커피마마,0,부산 영도구 남항로31번길 5 (우)49054,['null'],{},{}
우리식당,한식,0,부산 영도구 남항남로19번길 29 (우)49048,['null'],{},{}
치킨삼파전 영도1호점,치킨,0,부산 영도구 남항로10번길 1 (우)49046,['null'],{},{}
운이네,한식,5.0,부산 영도구 남항로49번길 13 (우)49053,['null'],{},{}
다이버포차,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
종점분식,분식,0,부산 영도구 남항로10번길 4 (우)49046,['null'],{},{}
청춘키친,한식,0,부산 영도구 절영로49번길 17 1층 (우)49054,['null'],{},{}
비어101 남향점,"호프,요리주점",0,부산 영도구 남항로 17 (우)49054,['null'],{},{}
양꼬치 이야기,양꼬치,0,부산 영도구 해안산책길 10 (우)49080,['월~토 15:00 ~ 22:00'],"{'양등심부위꼬치 8개': '13,000', '양갈비구이 2대': '23,000', '양늑간꼬치 8개': '13,000', '양제비츄리구이': '15,000', '양어깨살꼬치구이 8개': '130,000'}","{'WIFI': '', '동물출입': '', '주차': '', '휠체어사용': '가능', '놀이방': '', '흡연실': ''}"
소국,한식,5.0,부산 영도구 남항로 35-1 1층 (우)49053,['매일 11:00 ~ 22:00'],"{'소국탕': '16,000', '오곡 공기밥': '1,000', '음료수': '2,000', '홍국탕': '16,000', '아구 닭도리탕': '36,000', '대패 닭도리탕': '32,000', '': ''}",{'WIFI': '가능'}
쓰리고,술집,0,부산 영도구 남항로25번길 5 (우)49054,['null'],{},{}
소미녹두촌,"호프,요리주점",0,부산 영도구 절영로35번길 26 (우)49054,['null'],"{'모듬전': '13,000', '굴전': '12,000', '해물파전': '11,000', '명태전': '11,000', '부대찌개': '13,000'}",{}
윤정,카페,0,부산 영도구 남항로 48 (우)49056,['null'],{},{}
웨이키,커피전문점,0,부산 영도구 남항서로 110 (우)49045,['null'],{},{}
부성양곱창,"곱창,막창",0,부산 영도구 남항로37번길 3 (우)49053,['null'],{},{}
청송,한식,0,부산 영도구 절영로93번길 29 (우)49055,['null'],{},{}
바나나,"호프,요리주점",0,부산 영도구 남항로 28-1 (우)49055,['null'],{},{}
와인어때,한식,0,부산 영도구 남항로37번길 2 (우)49053,['null'],{},{}
이가네찜,한식,5.0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
금비,술집,0,부산 영도구 영선대로 79 (우)49056,['null'],{},{}
남항점굽네치킨,술집,0,부산 영도구 절영로93번길 25-1 (우)49055,['null'],{},{}
영심이네,"찌개,전골",0,부산 영도구 남항로25번길 42 (우)49052,['null'],{},{}
친구야,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
남항장어구이,한식,0,부산 영도구 절영로43번길 64 (우)49053,['null'],{},{}
이모네식당,한식,0,부산 영도구 대평로 23 (우)49043,['null'],{},{}
거제식당,한식,0,부산 영도구 대평로33번길 9 (우)49043,['null'],{},{}
무쇠삼겹대지집,삼겹살,0,부산 영도구 남항로31번길 45 (우)49052,['null'],{},{}
좋은하루,"호프,요리주점",0,부산 영도구 절영로35번길 35 (우)49052,['null'],{},{}
윤밥상,한식,0,부산 영도구 남항서로70번길 99 (우)49047,['null'],{},{}
동림식당,한식,0,부산 영도구 남항남로19번길 13 (우)49048,['null'],{},{}
남항 국시방,한식,0,부산 영도구 절영로93번길 25-1 (우)49055,['null'],{},{}
복커피숍,카페,0,부산 영도구 대평로 1 (우)49043,['null'],{},{}
한상,한식,0,부산 영도구 절영로49번길 32 (우)49053,['null'],{},{}
고래,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
새진주식당,술집,0,부산 영도구 남항로 18-1 (우)49055,['null'],{},{}
이노브,한식,0,부산 영도구 남항서로 85 (우)49049,['null'],{},{}
대교식당,한식,0,부산 영도구 영선대로 31 (우)49051,['null'],{},{}
영도청기와다방,다방,0,부산 영도구 남항로10번길 1 (우)49046,['null'],{},{}
덮밥이랑,일식,0,부산 영도구 절영로49번길 45 1층 (우)49053,['null'],"{'떡국': '4,000', '장어덮밥': '7,000', '소고기덮밥': '6,000', '돈까스덮밥': '6,000', '차슈덮밥': '6,000', '새싹비빔밥': '5,000', '': ''}",{}
초원실비,술집,0,부산 영도구 남항로37번길 5 (우)49053,['null'],{},{}
한돈왕족발,"족발,보쌈",5.0,부산 영도구 남항로41번길 18-4 (우)49053,['null'],{},{}
커피집,커피전문점,0,부산 영도구 절영로101번길 50 (우)49056,['null'],{},{}
진미국밥,국밥,0,부산 영도구 남항남로 33-1 (우)49051,['null'],{},{}
만남의실비,"호프,요리주점",0,부산 영도구 대평로 15 (우)49043,['null'],{},{}
연홍반점,중국요리,0,부산 영도구 남항남로 15 (우)49048,['null'],{},{}
다콤마커피,커피전문점,0,부산 영도구 절영로101번길 50 (우)49056,['null'],{},{}
술퍼마켓,술집,0,부산 영도구 태종로100번길 14 (우)49052,['null'],{},{}
한성,카페,0,부산 영도구 남항로 13 2층 (우)49045,['null'],{},{}
사오정 영도10호점,"호프,요리주점",0,부산 영도구 남항로25번길 7 (우)49054,['null'],{},{}
카페도담도담,커피전문점,0,부산 영도구 영선대로 75 삼호빌딩 2층 (우)49056,['월~금 09:00 ~ 19:00'],"{'아메리카노': '2,500', '레몬에이드': '3,800', '녹차라떼': '4,300', '고구마라떼': '4,500'}",{}
은정횟집,회,0,부산 영도구 절영로49번길 37 (우)49053,['null'],{},{}
일송식당,한식,0,부산 영도구 대평로19번길 7 (우)49043,['null'],{},{}
진미식당,장어,0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
제주횟집,회,0,부산 영도구 남항남로 37 (우)49051,['null'],{},{}
히노키이자까야,일본식주점,0,부산 영도구 절영로35번길 45 (우)49052,['null'],{},{}
전이랑땡이랑,술집,0,부산 영도구 남항로49번길 13 (우)49053,['null'],{},{}
스트라이크,술집,0,부산 영도구 절영로35번길 34 (우)49053,['null'],{},{}
혜성실비,술집,0,부산 영도구 남항로25번길 6 (우)49054,['null'],{},{}
희락,회,0,부산 영도구 절영로49번길 14 (우)49054,['null'],{},{}
한잔해콜한방울,"호프,요리주점",0,부산 영도구 남항로25번길 38 (우)49054,['null'],{},{}
명동포엠 부산직영점,카페,0,부산 영도구 해안산책길 10 1층 (우)49080,['null'],{},{}
제이하우스,"호프,요리주점",0,부산 영도구 남항로 39-2 (우)49053,['null'],{},{}
미소바,술집,0,부산 영도구 남항로 17 (우)49054,['null'],{},{}
마비어,술집,0,부산 영도구 태종로100번길 16 (우)49052,['null'],{},{}
원향아구찜,한식,0,부산 영도구 절영로49번길 37 (우)49053,['null'],{},{}
쌀국수공방,양식,0,부산 영도구 대평로27번길 5-1 (우)49043,['null'],{},{}
호주에서온스시,일식,0,부산 영도구 절영로49번길 14 (우)49054,['null'],{},{}
명지식당,한식,0,부산 영도구 절영로29번길 34 (우)49052,['null'],{},{}
커피뱅크,카페,0,부산 영도구 영선동4가 186-71,['null'],{},{}
백마차실내포장,실내포장마차,0,부산 영도구 태종로100번길 16 (우)49052,['null'],{},{}
가온사무편의점,카페,0,부산 영도구 절영로 149 (우)49079,['null'],{},{}
사계,카페,0,부산 영도구 남항로 46-2 1층 (우)49056,['null'],{},{}
남항낙지,한식,0,부산 영도구 절영로101번길 19-1 (우)49056,['null'],{},{}
위하여,"호프,요리주점",0,부산 영도구 절영로101번길 1 (우)49056,['null'],{},{}
놀부전,한식,0,부산 영도구 남항로41번길 18-4 (우)49053,['null'],{},{}
덩굴포차,음식점,0,부산 영도구 절영로93번길 29-4 (우)49055,['null'],{},{}
쌍둥이짜장,중국요리,1.0,부산 영도구 남항로 45-2 (우)49053,['null'],{},{}
장어곰장어,한식,0,부산 영도구 남항로37번길 3 (우)49053,['null'],{},{}
태종횟집,회,0,부산 영도구 절영로43번길 57 (우)49053,['null'],{},{}
부국식당,한식,0,부산 영도구 남항서로70번길 20 (우)49048,['null'],{},{}
한전식당,한식,0,부산 영도구 남항남로9번길 61 (우)49049,['null'],{},{}
후(WHO),한식,0,부산 영도구 절영로35번길 11 (우)49052,['null'],{},{}
주막촌,한식,0,부산 영도구 남항로25번길 20-9 (우)49054,['null'],{},{}
바나나,"호프,요리주점",0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
늘봄호프,술집,0,부산 영도구 태종로100번길 3 (우)49052,['null'],{},{}
흰여울스시,일식,0,부산 영도구 남항로41번길 8 (우)49053,['null'],{},{}
인연,술집,0,부산 영도구 남항로 38-2 (우)49055,['null'],{},{}
맛식당,음식점,0,부산 영도구 남항서로82번길 26 2층 (우)49048,['null'],{},{}
쿠엔크,술집,0,부산 영도구 태종로100번길 3 (우)49052,['null'],{},{}
소신,한식,0,부산 영도구 남항로9번길 34-1 (우)49045,['null'],{},{}
0도씨,"호프,요리주점",0,부산 영도구 절영로35번길 46 (우)49053,['null'],{},{}
첼로,술집,0,부산 영도구 남항로 23 (우)49054,['null'],{},{}
현대실비,술집,0,부산 영도구 절영로93번길 38 (우)49056,['null'],{},{}
남항닭집,술집,0,부산 영도구 절영로49번길 47 (우)49053,['null'],{},{}
밸뷰,술집,0,부산 영도구 남항로 40 (우)49055,['null'],{},{}
혜성,한식,0,부산 영도구 남항로25번길 6 (우)49054,['null'],{},{}
바이첼로,"호프,요리주점",0,부산 영도구 남항로 23 2층 (우)49054,['null'],{},{}
삼초전,한식,0,부산 영도구 남항로41번길 29-1 (우)49053,['null'],{},{}
무번지,한식,0,부산 영도구 절영로49번길 35-1 (우)49053,['null'],{},{}
만남의신비,한식,0,부산 영도구 대평로 15 (우)49043,['null'],{},{}
영도를맛보다,한식,0,부산 영도구 남항로41번길 32-2 (우)49053,['null'],{},{}
경남식당,한식,0,부산 영도구 남항로 11-1 (우)49045,['null'],{},{}
에이스,술집,0,부산 영도구 남항로 33 (우)49053,['null'],{},{}
모나코,"호프,요리주점",0,부산 영도구 남항로 48 (우)49056,['null'],{},{}
세븐,술집,0,부산 영도구 남항로 45-2 (우)49053,['null'],{},{}
부초,술집,0,부산 영도구 절영로35번길 49 (우)49052,['null'],{},{}
조은단란,술집,0,부산 영도구 남항로 39-2 (우)49053,['null'],{},{}
금강식육마트식당,정육점,0,부산 영도구 절영로43번길 55 (우)49053,['null'],{},{}
재기돼지국밥,국밥,4.0,부산 영도구 절영로49번길 25 (우)49054,['매일 08:00 ~ 21:30'],"{'섞어국밥': '8,000', '돼지국밥': '8,000', '내장국밥': '8,000', '순대국밥': '8,000', '따로국밥': '9,000'}",{'주차': ''}
도날드,떡볶이,3.2,부산 영도구 꿈나무길 267 1층 (우)49072,['월~토 11:30 ~ 20:00'],"{'2인 기본 세트': '10,400', '3인 기본 세트': '14,100', '4인 기본 세트': '17,800', '5인 기본 세트': '20,800'}",{'주차': '가능'}
가마솥돼지국밥,국밥,4.0,부산 영도구 남항시장길 350 (우)49071,['null'],"{'냉콩국수': '7,000', '돼지국밥': '7,000', '내장국밥': '7,000', '섞어국밥': '7,000', '순대국밥': '8,000', '따로국밥': '', '': ''}",{}
멍텅구리,한식,4.5,부산 영도구 절영로93번길 11 1층 (우)49055,['null'],"{'문어 (소)': '20,000', '섞어볶음': '30,000', '빙장회': '30,000', '두루치기': '30,000', '장어구이': '30,000'}",{}
동방밀면,국수,4.4,부산 영도구 꿈나무길 239 (우)49072,['null'],"{'동방밀면': '6,000', '동방밀면(곱)': '6,500', '동방비빔면': '6,500', '동방비빔면(곱)': '7,000', '동방짬뽕': '5,500', '동방우동': '5,000', '': ''}",{'주차': ''}
포항물회일번지,회,4.1,부산 영도구 절영로35번길 6 (우)49054,['매일 11:00 ~ 21:00'],"{'물회': '12,000'}",{}
일구향만두,중식,4.2,부산 영도구 절영로49번길 24 1층 (우)49054,"['월~금 10:00 ~ 20:00', '월~토 휴게시간 14:00 ~ 17:00']","{'완당 (한그릇)': '6,000', '새우딤섬 (10개)': '8,000', '소룡포 (6개)': '7,000', '딴딴면 (한그릇)': '6,000', '마라우육면 (한그릇)': '6,000'}",{}
다미복국 영도본점,복어,4.3,부산 영도구 남항로9번길 2 (우)49045,"['매일 09:00 ~ 21:00', '매일 휴게시간 15:00 ~ 17:00']","{'복삼불고기(2인)': '30,000', '복국(은복)': '10,000', '복국(밀복)': '13,000', '복국(까치복)': '15,000', '복국(참복)': '20,000', '복전골(밀복)': '40,000', '': ''}",{}
엉터리식당,"해물,생선",4.4,부산 영도구 남항서로82번길 64-3 (우)49047,['매일 12:00 ~ 22:00'],"{'문어 (중)': '40,000', '장어구이 (소)': '20,000', '꼼장어 (소)': '20,000', '빙장회(소)': '20,000', '가오리무침': '20,000'}",{}
커피미미,커피전문점,4.6,부산 영도구 남항로 26-10 (우)49055,['월~토 11:00 ~ 15:00'],"{'드립커피': '5,000', '싱글 오리진 아메리카노': '4,000', '카페라떼': '4,500', '라떼스트 (ICE)': '4,500', '크리스탈 카푸치노 (HOT)': '5,500'}",{}
함흥보쌈,"족발,보쌈",4.1,부산 영도구 남항로 42 (우)49056,['매일 11:00 ~ 21:00'],"{'모듬보쌈 (소)': '25,000', '불고기전골 (소)': '25,000', '불낙새전골 (소)': '25,000', '모듬정식': '8,000', '갈비탕': '8,000'}",{}
신선물회,회,4.8,부산 영도구 절영로35번길 16 (우)49054,['화~일 11:00 ~ 22:30'],"{'모듬회(소)': '35,000', '전어(소)': '35,000', '물회, 회덮밥': '10,000', '회초밥(10개)': '10,000', '다금바리, 이시가리': '변동가격'}",{}
부흥식당,회,3.4,부산 영도구 절영로 104 (우)49047,['매일 11:00 ~ 21:00'],"{'자리돔회': '25,000', '통자리돔': '25,000', '자리돔물회': '10,000', '제주갈치국': '10,000', '제주갈치찌개': '10,000', '꽃게탕': '10,000'}",{}
영선불고기,"불고기,두루치기",4.0,부산 영도구 절영로35번길 69 (우)49052,['매일 10:00 ~ 22:00'],"{'꽃갈비살(170g)': '22,000', '차돌박이(170g)': '15,000', '소양념불고기(170g)': '9,000', '소불고기 전골(230g)': '9,000', '돼지불고기(230g)': '8,000'}",{}
해로,일식,4.0,부산 영도구 남항새싹4길 1 1층 (우)49079,"['월,수,목,금,토,일 11:00 ~ 21:00', '월,수,목,금,토,일 휴게시간 15:00 ~ 18:00']","{'소고기 쌀면': '10,000', '매운 소고기 쌀면': '10,000', '등심 돈까스': '6,000', '통 치즈 돈까스': '6,000', '쌀 냉면': '8,000', '비빔 쌀 냉면': '8,000'}","{'WIFI': '가능', '동물출입': '가능', '주차': ''}"
사또분식,분식,5.0,부산 영도구 절영로35번길 37 (우)49052,"['월,수,목,금,토,일 16:00 ~ 22:00']","{'라면': '3,000', '우동': '4,000', '국수': '4,000', '쫄면': '4,500', '당면': '4,500', '비빔국수': '4,500', '': ''}",{}
영도횟집,회,3.7,부산 영도구 남항로19번길 33 (우)49054,['매일 11:00 ~ 23:00'],{},{}
이모도나스,도넛,4.3,부산 영도구 절영로 134 (우)49079,['월~토 11:30 ~ 20:00'],"{'야채 고로케 (1개)': '1,000', '꽈배기 (1개)': '700', '찹쌀 (팥) (1개)': '700', '생도너츠 (팥) (1개)': '700', '완두앙금빵 (1개)': '700'}",{}
영도소문난돼지국밥,국밥,3.5,부산 영도구 남항로31번길 42 (우)49052,['매일 10:00 ~ 22:00'],"{'수육(소)': '15,000', '수육백밥': '9,000', '따로국밥': '8,000'}",{}
때깔 영도점,"육류,고기",4.8,부산 영도구 절영로29번길 27 두선빌라 101호 (우)49052,['매일 15:30 ~ 24:00'],"{'선별숙성생삼겹(100g)': '2,990', '한돈 특수부위(100g)': '4,990', '한돈수제양념갈비(200g)': '5,990', '참갈비살(100g)': '4,590', '블랙앵거스차돌박이(100g)': '5,490', '차돌삼겹(100g)': '2,990'}",{}
제주할매순대국밥,순대,3.9,부산 영도구 절영로49번길 36 (우)49053,['null'],"{'섞어국밥': '7,000', '고기국밥': '7,000', '순대국밥': '7,000', '내장국밥': '7,000', '따로국밥': '8,000'}",{}
돌산갓김치칼국수,칼국수,4.6,부산 영도구 태종로100번길 5 (우)49052,['월~토 11:30 ~ 16:00'],"{'개운한 해물칼국수': '5,000', '새콤달콤 비빔칼국수': '5,000', '영양만점 팥칼국수': '6,000'}",{}
홍복작은면가게,중국요리,3.1,부산 영도구 절영로49번길 30 (우)49054,['매일 10:40 ~ 22:00'],"{'물냉면': '5,000', '유니짜장': '5,000', '우동': '7,000', '탕수육 (소)': '15,000', '깐풍육 (소)': '17,000'}",{}
남촌샤브샤브,샤브샤브,5.0,부산 영도구 남항로9번길 3 (우)49045,['매일 11:30 ~ 21:00'],"{'소고기샤브샤브 (1인분)': '10,000', '소고기매운탕샤브샤브 (1인분)': '11,000', '소고기상추샤브샤브 (1인분)': '12,000', '소고기버섯샤브샤브 (1인분)': '14,000', '모밀쟁반국수 (2인분)': '13,000'}",{}
돌집,두부전문점,4.6,부산 영도구 남항로 26-15 (우)49055,['매일 11:00 ~ 20:00'],"{'돌집순두부': '8,000', '차돌된장순두부': '8,000', '마라순두부': '8,000', '버섯.들깨순두부': '8,000', '해물순두부': '8,000'}",{}
삼세판 본점,"육류,고기",2.8,부산 영도구 절영로93번길 36 (우)49056,['매일 16:00 ~ 23:30'],"{'제주백돼지 한판(2~3인분)': '39,000', '제주백돼지 두판(3~4인분)': '55,000', '제주흑돼지 한판(2~3인분)': '50,000', '제주흑돼지 두판(3~4인)': '69,000'}",{}
탐라물회,회,4.0,부산 영도구 남항로31번길 33 (우)49054,['null'],"{'자리회 대': '15,000', '갈치구이': '30,000', '갈치조림': '9,000', '고등어구이': '20,000', '고등어조림': '30,000', '옥돔구이 (대)': '', '': ''}",{}
카페마렌 흰여울점,갤러리카페,4.7,부산 영도구 해안산책길 52 (우)49080,['null'],"{'아메리카노': '3,000', '카페라떼(HOT)': '3,000', '바닐라라떼(HOT)': '3,500', '허니브레드': '4,500', '수제 브라우니': '2,500'}",{}
삼포식당,"해물,생선",1.0,부산 영도구 남항로31번길 11 (우)49054,['null'],"{'생선정식': '7,000'}",{}
해빙모먼트,카페,3.9,부산 영도구 절영로 196 (우)49081,"['월,수,목,금,토,일 10:00 ~ 20:00']","{'흑임자크림라떼': '6,500', '아이스크림라떼': '7,000', '아메리카노': '5,500', '카페라떼': '6,000', '바닐라라떼': '6,500', '카라멜라떼': '6,500', '': ''}",{'주차': ''}
메종드콘,"제과,베이커리",5.0,부산 영도구 절영로35번길 46 남항부백자연애아파트 1층 104호 (우)49053,['매일 08:00 ~ 23:00'],{},{}
작은시장횟집,회,4.9,부산 영도구 작은시장1길 16 (우)49079,['매일 11:20 ~ 21:30'],"{'모듬회(소)': '30,000', '고급어종(소)': '50,000', '회덮밥(점심특선)': '10,000', '물회(점심특선)': '10,000', '회정식(점심특선)': '10,000'}",{}
미진축산 영도남항점,삼겹살,5.0,부산 영도구 절영로43번길 27 1층 (우)49054,['매일 14:00 ~ 02:00'],"{'오도독 갈비살': '5,400'}",{}
로지브라운,카페,5.0,부산 영도구 영선대로 109 (우)49052,['매일 10:00 ~ 22:00'],"{'아메리카노': '4,000', '카페라떼': '4,500', '카카오라떼': '5,500', '골든아이스티': '6,000', '밀크티': '6,000'}",{}
톤섬,한식,4.8,부산 영도구 남항로9번길 36 (우)49045,['null'],{},{}
백년족발 영도본점,"족발,보쌈",5.0,부산 영도구 남항로31번길 36 1층 (우)49053,['매일 17:00 ~ 01:00'],{},{}
청진동뼈해장국,해장국,4.0,부산 영도구 영선대로 93 (우)49053,['매일 11:30 ~ 07:00'],"{'감자탕 (중)': '34,000', '감자탕 (소)': '28,000', '매운해장국': '8,000', '해장국': '8,000', '우거지해장국': '6,000'}",{}
목구멍 영도점,목구멍,4.2,부산 영도구 절영로35번길 30 (우)49054,['매일 15:00 ~ 23:00'],{},{'WIFI': '가능'}
완도대성돼지국밥,국밥,3.6,부산 영도구 남항로25번길 13 1층 (우)49054,['매일 09:00 ~ 21:00'],"{'돼지국밥': '8,000', '내장국밥': '8,000', '수육백반': '10,000', '수육(소)': '20,000', '순대(소)': '8,000'}",{}
프로방스베이커리,"제과,베이커리",5.0,부산 영도구 하나길 449 (우)49071,['null'],{},{}
설빙 영도점,설빙,4.5,부산 영도구 절영로 33 아이블리스 1층 101호 (우)49052,['매일 11:00 ~ 23:00'],{},{}
해무꽃,떡카페,5.0,부산 영도구 절영로 45-1 (우)49054,['null'],{},{}
달동네알라,일본식라면,4.9,부산 영도구 꿈나무길 261 1층 (우)49072,['화~일 11:00 ~ 20:00'],"{'돈코츠 라멘': '8,000', '매운 돈코츠 라멘': '8,500', '땡초 라멘': '8,500', '마라 라멘': '9,500', '치킨 가라아게': '4,000'}",{}
흰여울마을카페,카페,5.0,부산 영도구 절영로 194 (우)49081,['매일 11:00 ~ 18:00'],"{'아메리카노(HOT)': '3,000', '라떼(HOT)': '4,000', '카푸치노(HOT)': '4,000', '바닐라 라떼(HOT)': '4,000', '캐러멜 마끼야또(HOT)': '4,000'}",{}
이치요리,일식,5.0,부산 영도구 절영로102번길 1 2층 (우)49047,['null'],"{'수제등심돈카츠': '9,000', '멘치카츠': '9,000', '메밀소바': '8,000', '카레라이스': '8,000', '카레우동': '8,000'}","{'WIFI': '가능', '동물출입': '가능'}"
거북이회초밥,"초밥,롤",5.0,부산 영도구 절영로49번길 42 1층 (우)49053,['화~일 12:00 ~ 21:30'],"{'참돔유비끼 회초밥3인': '85,000', '참돔유비끼 회초밥4인': '100,000', '모듬회초밥 (대) 4인': '75,000', '모듬회초밥 (중) 3인': '65,000', '모듬회초밥 (소) 2인': '55,000', '참돔유비끼회초밥3인': '85,000', '': ''}",{}
남항횟집,회,0,부산 영도구 남항서로104번길 13 (우)49046,['null'],"{'물회 (1인분)': '15,000', '모듬회 (소)': '60,000', '아나고회 (소)': '50,000', '멸치회 (소)': '30,000', '갈치찌개 (소)': '40,000'}",{}
영도해장국,해장국,4.0,부산 영도구 남항로9번길 4 (우)49045,['null'],"{'재첩국': '5,000', '선지국': '4,000', '국수': '4,000', '사락국': '4,000'}",{}
야끼팩토리,일본식주점,4.8,부산 영도구 절영로35번길 72 (우)49053,['null'],"{'연어사시미 (중)': '27,000', '연어사시미 (대)': '35,000', '맛보기연어': '12,000', '일본식차슈': '25,000'}",{}
한방왕족발,"족발,보쌈",4.5,부산 영도구 남항서로82번길 78 1층 (우)49047,['null'],"{'한방왕족발 한족을 통째로': '25,000', '한방왕족발 한족반을 통째로': '35,000', '냉채족발(중)': '28,000', '매콤불족발(중)': '28,000', '매콤불족발(대)': '38,000'}",{}
바다횟집,회,5.0,부산 영도구 절영로43번길 62-1 남항동시장내 (우)49053,['null'],"{'모듬회(소)': '40,000', '도다리돌돔(소)': '50,000', '전어회(소)': '40,000', '오징어': '변동가격', '낙지': '변동가격'}",{}
루블루,카페,2.6,부산 영도구 절영로 192 (우)49081,['화~일 11:00 ~ 23:00'],"{'아메리카노': '4,000', '카페라떼': '5,000', '얼그레이': '4,000', '초코라떼': '5,000', '자몽에이드': '5,000'}",{}
다사랑분식,분식,4.0,부산 영도구 해님1길 53 (우)49079,['null'],"{'김밥': '1,000', '햄김밥': '1,500', '참치김밥': '2,000', '국수': '2,500', '냉국수': '3,000', '비빔국수': '3,000', '': ''}",{}
이디야커피 부산영도대교동점,이디야커피,4.7,부산 영도구 태종로 104 (우)49052,['월~금 09:00 ~ 22:00'],{},{}
효원떡방,"떡,한과",4.5,부산 영도구 남항로41번길 39 (우)49053,['null'],{},{}
가야포차선지국밥 영도점,국밥,5.0,부산 영도구 남항로 23-1 (우)49054,['null'],"{'수구리국밥': '6,500', '선지국밥': '5,500', '수구리전골(중)': '20,000', '오돌뼈': '13,000', '닭갈비': '13,000'}",{}
두건쓴형제 영도점,"육류,고기",0,부산 영도구 태종로100번길 16 1층 (우)49052,['매일 16:00 ~ 24:00'],{},{}
써브웨이 부산영도점,써브웨이,5.0,부산 영도구 태종로 107 (우)49036,['매일 08:00 ~ 22:00'],{},{}
제6알쌈 소나무컨설팅,퓨전한식,4.4,부산 영도구 남항로49번길 43 1층 (우)49052,"['월~토 11:00 ~ 24:00', '월~토 휴게시간 15:00 ~ 17:00']","{'제6알쌈(1인)': '11,000', '제6알쌈(대)': '35,000', '제6알찜(중)': '28,000', '제6알찜(소)': '20,000', '단호박제육찜': '30,000'}",{}
